"Participant" "Activity" "Measurement" "Average"
"8240" "30" "WALKING_DOWNSTAIRS" "fBodyGyro-std()-X" "-0.278386596338226"
"8241" "30" "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Y" "-0.255732054951613"
"8242" "30" "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Z" "-0.371541476129032"
"8243" "30" "WALKING_DOWNSTAIRS" "fBodyAccMag-mean()" "0.00410151034354839"
"8244" "30" "WALKING_DOWNSTAIRS" "fBodyAccMag-std()" "-0.178535173268548"
"8245" "30" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean()" "-0.125961400367742"
"8246" "30" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-std()" "-0.133124304612577"
"8247" "30" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-mean()" "-0.356772347348871"
"8248" "30" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-std()" "-0.252361882572581"
"8249" "30" "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-mean()" "-0.617578814032258"
"8250" "30" "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-std()" "-0.645503942419355"
"8251" "30" "WALKING_UPSTAIRS" "tBodyAcc-mean()-X" "0.271415642261538"
"8252" "30" "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" "-0.0253311698786154"
"8253" "30" "WALKING_UPSTAIRS" "tBodyAcc-mean()-Z" "-0.124697493775385"
"8254" "30" "WALKING_UPSTAIRS" "tBodyAcc-std()-X" "-0.350504475230769"
"8255" "30" "WALKING_UPSTAIRS" "tBodyAcc-std()-Y" "-0.127311157607692"
"8256" "30" "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" "0.0249468034966154"
"8257" "30" "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" "0.93182983"
"8258" "30" "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" "-0.226647292153846"
"8259" "30" "WALKING_UPSTAIRS" "tGravityAcc-mean()-Z" "-0.0221401100714154"
"8260" "30" "WALKING_UPSTAIRS" "tGravityAcc-std()-X" "-0.954033624307692"
"8261" "30" "WALKING_UPSTAIRS" "tGravityAcc-std()-Y" "-0.914933936"
"8262" "30" "WALKING_UPSTAIRS" "tGravityAcc-std()-Z" "-0.862402791230769"
"8263" "30" "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-X" "0.0579840372876923"
"8264" "30" "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Y" "-0.00358719228769231"
"8265" "30" "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Z" "0.0161506198923077"
"8266" "30" "WALKING_UPSTAIRS" "tBodyAccJerk-std()-X" "-0.535420203384615"
"8267" "30" "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Y" "-0.587214542923077"
"8268" "30" "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Z" "-0.761942025384615"
"8269" "30" "WALKING_UPSTAIRS" "tBodyGyro-mean()-X" "-0.00355974576923077"
"8270" "30" "WALKING_UPSTAIRS" "tBodyGyro-mean()-Y" "-0.0779606464676923"
"8271" "30" "WALKING_UPSTAIRS" "tBodyGyro-mean()-Z" "0.0814699303289231"
"8272" "30" "WALKING_UPSTAIRS" "tBodyGyro-std()-X" "-0.493837520761538"
"8273" "30" "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" "-0.0840481513184615"
"8274" "30" "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" "-0.211573579892308"
"8275" "30" "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" "-0.108414261326154"
"8276" "30" "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" "-0.0141113353615385"
"8277" "30" "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" "-0.0364157841384615"
"8278" "30" "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" "-0.742749529538462"
"8279" "30" "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" "-0.743336958461538"
"8280" "30" "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" "-0.665150619230769"
"8281" "30" "WALKING_UPSTAIRS" "tBodyAccMag-mean()" "-0.137627857227385"
"8282" "30" "WALKING_UPSTAIRS" "tBodyAccMag-std()" "-0.327410815861538"
"8283" "30" "WALKING_UPSTAIRS" "tGravityAccMag-mean()" "-0.137627857227385"
"8284" "30" "WALKING_UPSTAIRS" "tGravityAccMag-std()" "-0.327410815861538"
"8285" "30" "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean()" "-0.596600099538461"
"8286" "30" "WALKING_UPSTAIRS" "tBodyAccJerkMag-std()" "-0.561837706461538"
"8287" "30" "WALKING_UPSTAIRS" "tBodyGyroMag-mean()" "-0.113608367276923"
"8288" "30" "WALKING_UPSTAIRS" "tBodyGyroMag-std()" "-0.169293534323077"
"8289" "30" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" "-0.718780256769231"
"8290" "30" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" "-0.774439096769231"
"8291" "30" "WALKING_UPSTAIRS" "fBodyAcc-mean()-X" "-0.420402828153846"
"8292" "30" "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" "-0.297813768569231"
"8293" "30" "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" "-0.36751984"
"8294" "30" "WALKING_UPSTAIRS" "fBodyAcc-std()-X" "-0.326260358153846"
"8295" "30" "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" "-0.104299180318462"
"8296" "30" "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" "0.121447414920923"
"8297" "30" "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" "-0.55067842"
"8298" "30" "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Y" "-0.592919440769231"
"8299" "30" "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Z" "-0.737803881230769"
"8300" "30" "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" "-0.561565206615385"
"8301" "30" "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" "-0.610826602"
"8302" "30" "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Z" "-0.78475388"
"8303" "30" "WALKING_UPSTAIRS" "fBodyGyro-mean()-X" "-0.488039003123077"
"8304" "30" "WALKING_UPSTAIRS" "fBodyGyro-mean()-Y" "-0.366058433230769"
"8305" "30" "WALKING_UPSTAIRS" "fBodyGyro-mean()-Z" "-0.318937001538462"
"8306" "30" "WALKING_UPSTAIRS" "fBodyGyro-std()-X" "-0.503484236964615"
"8307" "30" "WALKING_UPSTAIRS" "fBodyGyro-std()-Y" "0.0449545535584615"
"8308" "30" "WALKING_UPSTAIRS" "fBodyGyro-std()-Z" "-0.253427074984615"
"8309" "30" "WALKING_UPSTAIRS" "fBodyAccMag-mean()" "-0.400588353846154"
"8310" "30" "WALKING_UPSTAIRS" "fBodyAccMag-std()" "-0.394508080769231"
"8311" "30" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean()" "-0.549784890615385"
"8312" "30" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-std()" "-0.580878133230769"
"8313" "30" "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean()" "-0.449150735076923"
"8314" "30" "WALKING_UPSTAIRS" "fBodyBodyGyroMag-std()" "-0.151472278383077"
"8315" "30" "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean()" "-0.773974451846154"
"8316" "30" "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-std()" "-0.791349425076923"
"8317" "2" "STANDING" "tBodyAcc-mean()-X" "0.277911472222222"
"8318" "2" "STANDING" "tBodyAcc-mean()-Y" "-0.0184208270166667"
"8319" "2" "STANDING" "tBodyAcc-mean()-Z" "-0.105908536055556"
"8320" "2" "STANDING" "tBodyAcc-std()-X" "-0.987271889259259"
"8321" "2" "STANDING" "tBodyAcc-std()-Y" "-0.957304989259259"
"8322" "2" "STANDING" "tBodyAcc-std()-Z" "-0.949741851296296"
"8323" "2" "STANDING" "tGravityAcc-mean()-X" "0.896928566851852"
"8324" "2" "STANDING" "tGravityAcc-mean()-Y" "-0.370062696851852"
"8325" "2" "STANDING" "tGravityAcc-mean()-Z" "0.129747161222222"
"8326" "2" "STANDING" "tGravityAcc-std()-X" "-0.986685818703704"
"8327" "2" "STANDING" "tGravityAcc-std()-Y" "-0.97419442037037"
"8328" "2" "STANDING" "tGravityAcc-std()-Z" "-0.945927078703704"
"8329" "2" "STANDING" "tBodyAccJerk-mean()-X" "0.0747588597592593"
"8330" "2" "STANDING" "tBodyAccJerk-mean()-Y" "0.0103291774794444"
"8331" "2" "STANDING" "tBodyAccJerk-mean()-Z" "-0.00837158846722222"
"8332" "2" "STANDING" "tBodyAccJerk-std()-X" "-0.981085715555556"
"8333" "2" "STANDING" "tBodyAccJerk-std()-Y" "-0.97105943962963"
"8334" "2" "STANDING" "tBodyAccJerk-std()-Z" "-0.982841446481482"
"8335" "2" "STANDING" "tBodyGyro-mean()-X" "-0.0238623875712963"
"8336" "2" "STANDING" "tBodyGyro-mean()-Y" "-0.0820396577592593"
"8337" "2" "STANDING" "tBodyGyro-mean()-Z" "0.0878351695481481"
"8338" "2" "STANDING" "tBodyGyro-std()-X" "-0.972998629814815"
"8339" "2" "STANDING" "tBodyGyro-std()-Y" "-0.971441996481481"
"8340" "2" "STANDING" "tBodyGyro-std()-Z" "-0.964856701851852"
"8341" "2" "STANDING" "tBodyGyroJerk-mean()-X" "-0.105562157888889"
"8342" "2" "STANDING" "tBodyGyroJerk-mean()-Y" "-0.042241953537037"
"8343" "2" "STANDING" "tBodyGyroJerk-mean()-Z" "-0.0546539479425926"
"8344" "2" "STANDING" "tBodyGyroJerk-std()-X" "-0.979324000740741"
"8345" "2" "STANDING" "tBodyGyroJerk-std()-Y" "-0.983447258518519"
"8346" "2" "STANDING" "tBodyGyroJerk-std()-Z" "-0.973610118333333"
"8347" "2" "STANDING" "tBodyAccMag-mean()" "-0.965875181296296"
"8348" "2" "STANDING" "tBodyAccMag-std()" "-0.957874965"
"8349" "2" "STANDING" "tGravityAccMag-mean()" "-0.965875181296296"
"8350" "2" "STANDING" "tGravityAccMag-std()" "-0.957874965"
"8351" "2" "STANDING" "tBodyAccJerkMag-mean()" "-0.980489077407407"
"8352" "2" "STANDING" "tBodyAccJerkMag-std()" "-0.976675280185185"
"8353" "2" "STANDING" "tBodyGyroMag-mean()" "-0.963466341851852"
"8354" "2" "STANDING" "tBodyGyroMag-std()" "-0.95394338037037"
"8355" "2" "STANDING" "tBodyGyroJerkMag-mean()" "-0.983951904259259"
"8356" "2" "STANDING" "tBodyGyroJerkMag-std()" "-0.977204427777778"
"8357" "2" "STANDING" "fBodyAcc-mean()-X" "-0.983946739814815"
"8358" "2" "STANDING" "fBodyAcc-mean()-Y" "-0.959871697407407"
"8359" "2" "STANDING" "fBodyAcc-mean()-Z" "-0.962471195740741"
"8360" "2" "STANDING" "fBodyAcc-std()-X" "-0.989056469814815"
"8361" "2" "STANDING" "fBodyAcc-std()-Y" "-0.957908842222222"
"8362" "2" "STANDING" "fBodyAcc-std()-Z" "-0.946433583518518"
"8363" "2" "STANDING" "fBodyAccJerk-mean()-X" "-0.980973241666667"
"8364" "2" "STANDING" "fBodyAccJerk-mean()-Y" "-0.970851337962963"
"8365" "2" "STANDING" "fBodyAccJerk-mean()-Z" "-0.979775152037037"
"8366" "2" "STANDING" "fBodyAccJerk-std()-X" "-0.983007923703704"
"8367" "2" "STANDING" "fBodyAccJerk-std()-Y" "-0.973520241111111"
"8368" "2" "STANDING" "fBodyAccJerk-std()-Z" "-0.984599905185185"
"8369" "2" "STANDING" "fBodyGyro-mean()-X" "-0.967037112037037"
"8370" "2" "STANDING" "fBodyGyro-mean()-Y" "-0.972576152962963"
"8371" "2" "STANDING" "fBodyGyro-mean()-Z" "-0.960627696111111"
"8372" "2" "STANDING" "fBodyGyro-std()-X" "-0.97498812462963"
"8373" "2" "STANDING" "fBodyGyro-std()-Y" "-0.97103605037037"
"8374" "2" "STANDING" "fBodyGyro-std()-Z" "-0.969754295740741"
"8375" "2" "STANDING" "fBodyAccMag-mean()" "-0.964052166481482"
"8376" "2" "STANDING" "fBodyAccMag-std()" "-0.960519381481482"
"8377" "2" "STANDING" "fBodyBodyAccJerkMag-mean()" "-0.977065295555556"
"8378" "2" "STANDING" "fBodyBodyAccJerkMag-std()" "-0.97516046"
"8379" "2" "STANDING" "fBodyBodyGyroMag-mean()" "-0.961775904814815"
"8380" "2" "STANDING" "fBodyBodyGyroMag-std()" "-0.956788725740741"
"8381" "2" "STANDING" "fBodyBodyGyroJerkMag-mean()" "-0.977849827407407"
"8382" "2" "STANDING" "fBodyBodyGyroJerkMag-std()" "-0.977754298148148"
"8383" "2" "SITTING" "tBodyAcc-mean()-X" "0.27708735173913"
"8384" "2" "SITTING" "tBodyAcc-mean()-Y" "-0.0156879937282609"
"8385" "2" "SITTING" "tBodyAcc-mean()-Z" "-0.109218272456522"
"8386" "2" "SITTING" "tBodyAcc-std()-X" "-0.986822279565217"
"8387" "2" "SITTING" "tBodyAcc-std()-Y" "-0.950704499130435"
"8388" "2" "SITTING" "tBodyAcc-std()-Z" "-0.95982817173913"
"8389" "2" "SITTING" "tGravityAcc-mean()-X" "0.940477273043478"
"8390" "2" "SITTING" "tGravityAcc-mean()-Y" "-0.105630024498783"
"8391" "2" "SITTING" "tGravityAcc-mean()-Z" "0.19872676876087"
"8392" "2" "SITTING" "tGravityAcc-std()-X" "-0.979988760869565"
"8393" "2" "SITTING" "tGravityAcc-std()-Y" "-0.956750273043478"
"8394" "2" "SITTING" "tGravityAcc-std()-Z" "-0.954415873043478"
"8395" "2" "SITTING" "tBodyAccJerk-mean()-X" "0.0722564387173913"
"8396" "2" "SITTING" "tBodyAccJerk-mean()-Y" "0.0116954511323913"
"8397" "2" "SITTING" "tBodyAccJerk-mean()-Z" "0.00760546929869565"
"8398" "2" "SITTING" "tBodyAccJerk-std()-X" "-0.988055854130435"
"8399" "2" "SITTING" "tBodyAccJerk-std()-Y" "-0.977983955434783"
"8400" "2" "SITTING" "tBodyAccJerk-std()-Z" "-0.98751821173913"
"8401" "2" "SITTING" "tBodyGyro-mean()-X" "-0.0454706620434783"
"8402" "2" "SITTING" "tBodyGyro-mean()-Y" "-0.0599286797043478"
"8403" "2" "SITTING" "tBodyGyro-mean()-Z" "0.0412277462173913"
"8404" "2" "SITTING" "tBodyGyro-std()-X" "-0.985742027826087"
"8405" "2" "SITTING" "tBodyGyro-std()-Y" "-0.978919526956522"
"8406" "2" "SITTING" "tBodyGyro-std()-Z" "-0.959803708695652"
"8407" "2" "SITTING" "tBodyGyroJerk-mean()-X" "-0.0936328412826087"
"8408" "2" "SITTING" "tBodyGyroJerk-mean()-Y" "-0.0415602029130435"
"8409" "2" "SITTING" "tBodyGyroJerk-mean()-Z" "-0.04358509665"
"8410" "2" "SITTING" "tBodyGyroJerk-std()-X" "-0.989709023043478"
"8411" "2" "SITTING" "tBodyGyroJerk-std()-Y" "-0.990889614782609"
"8412" "2" "SITTING" "tBodyGyroJerk-std()-Z" "-0.985542325652174"
"8413" "2" "SITTING" "tBodyAccMag-mean()" "-0.967893623913043"
"8414" "2" "SITTING" "tBodyAccMag-std()" "-0.953081444130435"
"8415" "2" "SITTING" "tGravityAccMag-mean()" "-0.967893623913043"
"8416" "2" "SITTING" "tGravityAccMag-std()" "-0.953081444130435"
"8417" "2" "SITTING" "tBodyAccJerkMag-mean()" "-0.986774713043478"
"8418" "2" "SITTING" "tBodyAccJerkMag-std()" "-0.984475868043478"
"8419" "2" "SITTING" "tBodyGyroMag-mean()" "-0.946035087173913"
"8420" "2" "SITTING" "tBodyGyroMag-std()" "-0.961313624130435"
"8421" "2" "SITTING" "tBodyGyroJerkMag-mean()" "-0.991081493913043"
"8422" "2" "SITTING" "tBodyGyroJerkMag-std()" "-0.989594919565217"
"8423" "2" "SITTING" "fBodyAcc-mean()-X" "-0.985803840652174"
"8424" "2" "SITTING" "fBodyAcc-mean()-Y" "-0.957343498478261"
"8425" "2" "SITTING" "fBodyAcc-mean()-Z" "-0.970162172608696"
"8426" "2" "SITTING" "fBodyAcc-std()-X" "-0.98736209"
"8427" "2" "SITTING" "fBodyAcc-std()-Y" "-0.950073754130435"
"8428" "2" "SITTING" "fBodyAcc-std()-Z" "-0.956862864130435"
"8429" "2" "SITTING" "fBodyAccJerk-mean()-X" "-0.987848793695652"
"8430" "2" "SITTING" "fBodyAccJerk-mean()-Y" "-0.977139702826087"
"8431" "2" "SITTING" "fBodyAccJerk-mean()-Z" "-0.985129050217391"
"8432" "2" "SITTING" "fBodyAccJerk-std()-X" "-0.989459107391304"
"8433" "2" "SITTING" "fBodyAccJerk-std()-Y" "-0.980804228478261"
"8434" "2" "SITTING" "fBodyAccJerk-std()-Z" "-0.988570804130435"
"8435" "2" "SITTING" "fBodyGyro-mean()-X" "-0.982621389565217"
"8436" "2" "SITTING" "fBodyGyro-mean()-Y" "-0.982100923695652"
"8437" "2" "SITTING" "fBodyGyro-mean()-Z" "-0.959814822391304"
"8438" "2" "SITTING" "fBodyGyro-std()-X" "-0.986808501521739"
"8439" "2" "SITTING" "fBodyGyro-std()-Y" "-0.977356188695652"
"8440" "2" "SITTING" "fBodyGyro-std()-Z" "-0.963522659782609"
"8441" "2" "SITTING" "fBodyAccMag-mean()" "-0.96127374826087"
"8442" "2" "SITTING" "fBodyAccMag-std()" "-0.955575602173913"
"8443" "2" "SITTING" "fBodyBodyAccJerkMag-mean()" "-0.983874698913043"
"8444" "2" "SITTING" "fBodyBodyAccJerkMag-std()" "-0.984124185869565"
"8445" "2" "SITTING" "fBodyBodyGyroMag-mean()" "-0.971840596086956"
"8446" "2" "SITTING" "fBodyBodyGyroMag-std()" "-0.961385745217391"
"8447" "2" "SITTING" "fBodyBodyGyroJerkMag-mean()" "-0.989861950869565"
"8448" "2" "SITTING" "fBodyBodyGyroJerkMag-std()" "-0.989632908913043"
"8449" "2" "LAYING" "tBodyAcc-mean()-X" "0.281373403958333"
"8450" "2" "LAYING" "tBodyAcc-mean()-Y" "-0.0181587397583333"
"8451" "2" "LAYING" "tBodyAcc-mean()-Z" "-0.107245610416667"
"8452" "2" "LAYING" "tBodyAcc-std()-X" "-0.974059464791667"
"8453" "2" "LAYING" "tBodyAcc-std()-Y" "-0.98027739875"
"8454" "2" "LAYING" "tBodyAcc-std()-Z" "-0.984233296875"
"8455" "2" "LAYING" "tGravityAcc-mean()-X" "-0.509754238125"
"8456" "2" "LAYING" "tGravityAcc-mean()-Y" "0.752536639375"
"8457" "2" "LAYING" "tGravityAcc-mean()-Z" "0.646834879583333"
"8458" "2" "LAYING" "tGravityAcc-std()-X" "-0.959014441458333"
"8459" "2" "LAYING" "tGravityAcc-std()-Y" "-0.988211865208333"
"8460" "2" "LAYING" "tGravityAcc-std()-Z" "-0.984230418125"
"8461" "2" "LAYING" "tBodyAccJerk-mean()-X" "0.0825972511666667"
"8462" "2" "LAYING" "tBodyAccJerk-mean()-Y" "0.012254788451875"
"8463" "2" "LAYING" "tBodyAccJerk-mean()-Z" "-0.00180264895625"
"8464" "2" "LAYING" "tBodyAccJerk-std()-X" "-0.98587216875"
"8465" "2" "LAYING" "tBodyAccJerk-std()-Y" "-0.98317254125"
"8466" "2" "LAYING" "tBodyAccJerk-std()-Z" "-0.988442014375"
"8467" "2" "LAYING" "tBodyGyro-mean()-X" "-0.01847660675"
"8468" "2" "LAYING" "tBodyGyro-mean()-Y" "-0.111800824583333"
"8469" "2" "LAYING" "tBodyGyro-mean()-Z" "0.144882846104167"
"8470" "2" "LAYING" "tBodyGyro-std()-X" "-0.988275232916667"
"8471" "2" "LAYING" "tBodyGyro-std()-Y" "-0.982291608958333"
"8472" "2" "LAYING" "tBodyGyro-std()-Z" "-0.960306560416667"
"8473" "2" "LAYING" "tBodyGyroJerk-mean()-X" "-0.101974134208333"
"8474" "2" "LAYING" "tBodyGyroJerk-mean()-Y" "-0.0358590176083333"
"8475" "2" "LAYING" "tBodyGyroJerk-mean()-Z" "-0.0701783020833333"
"8476" "2" "LAYING" "tBodyGyroJerk-std()-X" "-0.993235849166667"
"8477" "2" "LAYING" "tBodyGyroJerk-std()-Y" "-0.989567537916667"
"8478" "2" "LAYING" "tBodyGyroJerk-std()-Z" "-0.98803582125"
"8479" "2" "LAYING" "tBodyAccMag-mean()" "-0.977435485208333"
"8480" "2" "LAYING" "tBodyAccMag-std()" "-0.972873912916667"
"8481" "2" "LAYING" "tGravityAccMag-mean()" "-0.977435485208333"
"8482" "2" "LAYING" "tGravityAccMag-std()" "-0.972873912916667"
"8483" "2" "LAYING" "tBodyAccJerkMag-mean()" "-0.987741696041667"
"8484" "2" "LAYING" "tBodyAccJerkMag-std()" "-0.98551807625"
"8485" "2" "LAYING" "tBodyGyroMag-mean()" "-0.950011569583333"
"8486" "2" "LAYING" "tBodyGyroMag-std()" "-0.961164053958333"
"8487" "2" "LAYING" "tBodyGyroJerkMag-mean()" "-0.991767074166667"
"8488" "2" "LAYING" "tBodyGyroJerkMag-std()" "-0.989718095208333"
"8489" "2" "LAYING" "fBodyAcc-mean()-X" "-0.976725059791667"
"8490" "2" "LAYING" "fBodyAcc-mean()-Y" "-0.979800877916667"
"8491" "2" "LAYING" "fBodyAcc-mean()-Z" "-0.984380981875"
"8492" "2" "LAYING" "fBodyAcc-std()-X" "-0.973246482083333"
"8493" "2" "LAYING" "fBodyAcc-std()-Y" "-0.981025105625"
"8494" "2" "LAYING" "fBodyAcc-std()-Z" "-0.984792185"
"8495" "2" "LAYING" "fBodyAccJerk-mean()-X" "-0.985813630833333"
"8496" "2" "LAYING" "fBodyAccJerk-mean()-Y" "-0.982768250416667"
"8497" "2" "LAYING" "fBodyAccJerk-mean()-Z" "-0.986197134583333"
"8498" "2" "LAYING" "fBodyAccJerk-std()-X" "-0.987250255833333"
"8499" "2" "LAYING" "fBodyAccJerk-std()-Y" "-0.984987392916667"
"8500" "2" "LAYING" "fBodyAccJerk-std()-Z" "-0.989345368541667"
"8501" "2" "LAYING" "fBodyGyro-mean()-X" "-0.9864311425"
"8502" "2" "LAYING" "fBodyGyro-mean()-Y" "-0.983321635416667"
"8503" "2" "LAYING" "fBodyGyro-mean()-Z" "-0.9626718875"
"8504" "2" "LAYING" "fBodyGyro-std()-X" "-0.988860685833333"
"8505" "2" "LAYING" "fBodyGyro-std()-Y" "-0.981910616458333"
"8506" "2" "LAYING" "fBodyGyro-std()-Z" "-0.963174222291667"
"8507" "2" "LAYING" "fBodyAccMag-mean()" "-0.975110196458333"
"8508" "2" "LAYING" "fBodyAccMag-std()" "-0.975121387916667"
"8509" "2" "LAYING" "fBodyBodyAccJerkMag-mean()" "-0.985374114791667"
"8510" "2" "LAYING" "fBodyBodyAccJerkMag-std()" "-0.984568489166667"
"8511" "2" "LAYING" "fBodyBodyGyroMag-mean()" "-0.972112972708333"
"8512" "2" "LAYING" "fBodyBodyGyroMag-std()" "-0.96109837875"
"8513" "2" "LAYING" "fBodyBodyGyroJerkMag-mean()" "-0.990248702291667"
"8514" "2" "LAYING" "fBodyBodyGyroJerkMag-std()" "-0.989492660416667"
"8515" "2" "WALKING" "tBodyAcc-mean()-X" "0.276426586440678"
"8516" "2" "WALKING" "tBodyAcc-mean()-Y" "-0.0185949199145763"
"8517" "2" "WALKING" "tBodyAcc-mean()-Z" "-0.105500357966102"
"8518" "2" "WALKING" "tBodyAcc-std()-X" "-0.423642838474576"
"8519" "2" "WALKING" "tBodyAcc-std()-Y" "-0.0780912533118644"
"8520" "2" "WALKING" "tBodyAcc-std()-Z" "-0.425257524915254"
"8521" "2" "WALKING" "tGravityAcc-mean()-X" "0.91301733338983"
"8522" "2" "WALKING" "tGravityAcc-mean()-Y" "-0.34660709"
"8523" "2" "WALKING" "tGravityAcc-mean()-Z" "0.0847270871186441"
"8524" "2" "WALKING" "tGravityAcc-std()-X" "-0.972693201355932"
"8525" "2" "WALKING" "tGravityAcc-std()-Y" "-0.972116879661017"
"8526" "2" "WALKING" "tGravityAcc-std()-Z" "-0.972072847627119"
"8527" "2" "WALKING" "tBodyAccJerk-mean()-X" "0.0618080696279661"
"8528" "2" "WALKING" "tBodyAccJerk-mean()-Y" "0.0182492679288136"
"8529" "2" "WALKING" "tBodyAccJerk-mean()-Z" "0.00789533706610169"
"8530" "2" "WALKING" "tBodyAccJerk-std()-X" "-0.277530462620339"
"8531" "2" "WALKING" "tBodyAccJerk-std()-Y" "-0.0166022362847458"
"8532" "2" "WALKING" "tBodyAccJerk-std()-Z" "-0.586090418983051"
"8533" "2" "WALKING" "tBodyGyro-mean()-X" "-0.0530258157347458"
"8534" "2" "WALKING" "tBodyGyro-mean()-Y" "-0.0482382316949153"
"8535" "2" "WALKING" "tBodyGyro-mean()-Z" "0.0828336633220339"
"8536" "2" "WALKING" "tBodyGyro-std()-X" "-0.561550255762712"
"8537" "2" "WALKING" "tBodyGyro-std()-Y" "-0.53845366779661"
"8538" "2" "WALKING" "tBodyGyro-std()-Z" "-0.481085535084746"
"8539" "2" "WALKING" "tBodyGyroJerk-mean()-X" "-0.0818833429152542"
"8540" "2" "WALKING" "tBodyGyroJerk-mean()-Y" "-0.0538299449067797"
"8541" "2" "WALKING" "tBodyGyroJerk-mean()-Z" "-0.0514939156830508"
"8542" "2" "WALKING" "tBodyGyroJerk-std()-X" "-0.389549831525424"
"8543" "2" "WALKING" "tBodyGyroJerk-std()-Y" "-0.634140436101695"
"8544" "2" "WALKING" "tBodyGyroJerk-std()-Z" "-0.435492677288136"
"8545" "2" "WALKING" "tBodyAccMag-mean()" "-0.290407593728814"
"8546" "2" "WALKING" "tBodyAccMag-std()" "-0.422544169322034"
"8547" "2" "WALKING" "tGravityAccMag-mean()" "-0.290407593728814"
"8548" "2" "WALKING" "tGravityAccMag-std()" "-0.422544169322034"
"8549" "2" "WALKING" "tBodyAccJerkMag-mean()" "-0.281424153881356"
"8550" "2" "WALKING" "tBodyAccJerkMag-std()" "-0.164150985127119"
"8551" "2" "WALKING" "tBodyGyroMag-mean()" "-0.446549092881356"
"8552" "2" "WALKING" "tBodyGyroMag-std()" "-0.553019916271186"
"8553" "2" "WALKING" "tBodyGyroJerkMag-mean()" "-0.547911950338983"
"8554" "2" "WALKING" "tBodyGyroJerkMag-std()" "-0.557798151355932"
"8555" "2" "WALKING" "fBodyAcc-mean()-X" "-0.346048161016949"
"8556" "2" "WALKING" "fBodyAcc-mean()-Y" "-0.0219048103322034"
"8557" "2" "WALKING" "fBodyAcc-mean()-Z" "-0.453806369830508"
"8558" "2" "WALKING" "fBodyAcc-std()-X" "-0.457651383728814"
"8559" "2" "WALKING" "fBodyAcc-std()-Y" "-0.16921968620339"
"8560" "2" "WALKING" "fBodyAcc-std()-Z" "-0.455222146440678"
"8561" "2" "WALKING" "fBodyAccJerk-mean()-X" "-0.304615322881356"
"8562" "2" "WALKING" "fBodyAccJerk-mean()-Y" "-0.0787640836610169"
"8563" "2" "WALKING" "fBodyAccJerk-mean()-Z" "-0.554956709661017"
"8564" "2" "WALKING" "fBodyAccJerk-std()-X" "-0.31431306340678"
"8565" "2" "WALKING" "fBodyAccJerk-std()-Y" "-0.0153329520084746"
"8566" "2" "WALKING" "fBodyAccJerk-std()-Z" "-0.615898188474576"
"8567" "2" "WALKING" "fBodyGyro-mean()-X" "-0.429713536101695"
"8568" "2" "WALKING" "fBodyGyro-mean()-Y" "-0.55477211220339"
"8569" "2" "WALKING" "fBodyGyro-mean()-Z" "-0.396659907457627"
"8570" "2" "WALKING" "fBodyGyro-std()-X" "-0.604053019152542"
